"143","bis","11/3/2016","Rainbow Garden","0"
"144","bis","11/28/2016","Rainbow Garden","0"
"145","bis","12/14/2016","Hamilton Walker’s","0"
"146","btaxtmj","2/9/2015","Nando Milano Trattoria","0"
"147","btaxtmj","2/19/2015","Nando Milano Trattoria","0"
"148","btaxtmj","3/1/2015","Manolo’s Pizza &amp; Empanadas","1"
"149","btaxtmj","3/7/2015","Nando Milano Trattoria","0"
"150","btaxtmj","5/12/2015","World Harvest Foods","0"
"151","btaxtmj","6/6/2015","Manolo’s Pizza &amp; Empanadas","1"
"152","btaxtmj","6/12/2015","Big Grove Tavern","1"
"153","btaxtmj","6/16/2015","Big Grove Tavern","0"
"154","btaxtmj","7/5/2015","El Charro","0"
"155","btaxtmj","7/8/2015","Manolo’s Pizza &amp; Empanadas","1"
"156","btaxtmj","7/18/2015","El Charro","0"
"157","btaxtmj","7/22/2015","El Charro","1"
"158","btaxtmj","7/27/2015","Old Time Meat &amp; Deli Shoppe","0"
"159","btaxtmj","8/21/2015","Hamilton Walker’s","-1"
"160","btaxtmj","8/30/2015","The Clark Bar","0"
"161","btaxtmj","9/1/2015","El Charro","1"
"162","btaxtmj","9/5/2015","Crane Alley","0"
"163","btaxtmj","9/10/2015","Old Time Meat &amp; Deli Shoppe","1"
"164","btaxtmj","9/30/2015","Ambar India","1"
"165","btaxtmj","10/15/2015","Crane Alley","0"
"166","btaxtmj","10/21/2015","Original Pancake House","-1"
"167","btaxtmj","11/6/2015","Crane Alley","1"
"168","btaxtmj","11/22/2015","El Charro","1"
"169","btaxtmj","11/27/2015","El Charro","0"
"170","btaxtmj","12/1/2015","Nando Milano Trattoria","0"
"171","btaxtmj","12/17/2015","Bangkok Thai and Pho 911","1"
"172","btaxtmj","12/19/2015","Bangkok Thai and Pho 911","0"
"173","btaxtmj","1/19/2016","Ambar India","0"
"174","btaxtmj","2/17/2016","Old Time Meat &amp; Deli Shoppe","1"
"175","btaxtmj","2/18/2016","Manolo’s Pizza &amp; Empanadas","0"
"176","btaxtmj","4/16/2016","Old Time Meat &amp; Deli Shoppe","1"
"177","btaxtmj","4/21/2016","World Harvest Foods","0"
"178","btaxtmj","5/3/2016","El Charro","1"
"179","btaxtmj","5/5/2016","World Harvest Foods","1"
"180","btaxtmj","5/17/2016","Old Time Meat &amp; Deli Shoppe","0"
"181","btaxtmj","5/30/2016","Nando Milano Trattoria","1"
"182","btaxtmj","6/1/2016","World Harvest Foods","0"
"183","btaxtmj","6/8/2016","Original Pancake House","0"
"184","btaxtmj","6/19/2016","World Harvest Foods","1"
"185","btaxtmj","7/5/2016","El Charro","0"
"186","btaxtmj","7/28/2016","Hamilton Walker’s","0"
"187","btaxtmj","8/28/2016","Cravings","0"
"188","btaxtmj","9/1/2016","World Harvest Foods","0"
"189","btaxtmj","9/12/2016","Crane Alley","0"
"190","btaxtmj","9/12/2016","Old Time Meat &amp; Deli Shoppe","0"
"191","btaxtmj","9/22/2016","Jimmy John’s","1"
"192","btaxtmj","9/27/2016","Original Pancake House","-1"
"193","btaxtmj","10/24/2016","Hamilton Walker’s","0"
"194","btaxtmj","10/30/2016","El Charro","0"
"195","btaxtmj","11/4/2016","Bangkok Thai and Pho 911","0"
"196","btaxtmj","11/16/2016","Jupiter’s Pizzeria and Billiards","1"
"197","btaxtmj","12/15/2016","World Harvest Foods","0"
"198","btaxtmj","12/16/2016","World Harvest Foods","1"
"199","btaxtmj","12/18/2016","Ambar India","0"
"200","cae","1/19/2015","Dragon Fire Pizza","0"
"201","cae","1/26/2015","Thara Thai","0"
"202","cae","2/1/2015","Cravings","1"
"203","cae","2/2/2015","A-Ri-Rang","0"
"204","cae","2/4/2015","Old Time Meat &amp; Deli Shoppe","0"
"205","cae","2/12/2015","A-Ri-Rang","0"
"206","cae","2/16/2015","Woori Jib Restaurant","1"
"207","cae","2/22/2015","Radio Maria","1"
"208","cae","3/1/2015","Caffe Paradiso","0"
"209","cae","3/13/2015","Dragon Fire Pizza","-1"
"210","cae","3/21/2015","El Charro","1"
"211","cae","3/27/2015","Siam Terrace","1"
"212","cae","4/2/2015","Sitara","1"
"213","cae","4/21/2015","Caribbean Grill Food Truck","1"
"214","cae","4/22/2015","Old Time Meat &amp; Deli Shoppe","1"
"215","cae","4/26/2015","Azzip Pizza","-1"
"216","cae","5/5/2015","Miga","0"
"217","cae","5/5/2015","Thara Thai","0"
"218","cae","5/10/2015","Rainbow Garden","0"
"219","cae","5/11/2015","Hot Pot Lab","0"
"220","cae","5/19/2015","A-Ri-Rang","1"
"221","cae","6/21/2015","A-Ri-Rang","1"
"222","cae","6/29/2015","A-Ri-Rang","0"
"223","cae","7/29/2015","Cafe Sababa","1"
"224","cae","8/1/2015","Hot Pot Lab","1"
"225","cae","8/22/2015","Woori Jib Restaurant","1"
"226","cae","9/9/2015","Dragon Fire Pizza","1"
"227","cae","9/11/2015","El Charro","0"
"228","cae","9/20/2015","Siam Terrace","1"
"229","cae","9/23/2015","Siam Terrace","0"
"230","cae","10/7/2015","El Charro","0"
"231","cae","10/13/2015","Rainbow Garden","0"
"232","cae","10/26/2015","Siam Terrace","0"
"233","cae","11/3/2015","Asian Taste Restaurant","0"
"234","cae","11/7/2015","Caribbean Grill Food Truck","0"
"235","cae","11/15/2015","Murphy’s Pub","0"
"236","cae","11/28/2015","Siam Terrace","0"
"237","cae","12/13/2015","Cravings","1"
"238","cae","12/15/2015","Murphy’s Pub","1"
"239","cae","12/17/2015","Radio Maria","0"
"240","cae","1/3/2016","Old Time Meat &amp; Deli Shoppe","0"
"241","cae","1/8/2016","Pekara Bakery and Bistro","1"
"242","cae","1/11/2016","Siam Terrace","0"
"243","cae","1/22/2016","Siam Terrace","1"
"244","cae","1/27/2016","Golden Harbor Authentic Chinese Cuisine","1"
"245","cae","2/9/2016","Rainbow Garden","0"
"246","cae","2/14/2016","Murphy’s Pub","0"
"247","cae","4/21/2016","Old Time Meat &amp; Deli Shoppe","1"
"248","cae","5/1/2016","Watson’s Shack &amp; Rail","1"
"249","cae","5/21/2016","Cafe Sababa","1"
"250","cae","5/24/2016","El Charro","1"
"251","cae","5/27/2016","El Charro","0"
"252","cae","5/30/2016","Thara Thai","1"
"253","cae","6/2/2016","Watson’s Shack &amp; Rail","1"
"254","cae","6/12/2016","Old Time Meat &amp; Deli Shoppe","0"
"255","cae","6/12/2016","Cafe Sababa","1"
"256","cae","6/25/2016","Murphy’s Pub","1"
"257","cae","6/28/2016","Asian Taste Restaurant","0"
"258","cae","6/29/2016","Kofusion","1"
"259","cae","6/30/2016","Pekara Bakery and Bistro","1"
"260","cae","8/22/2016","Siam Terrace","1"
"261","cae","9/23/2016","Silvercreek","-1"
"262","cae","10/1/2016","Thara Thai","1"
"263","cae","10/2/2016","Mia Za’s Cafe","1"
"264","cae","10/17/2016","Hot Pot Lab","1"
"265","cae","10/27/2016","Woori Jib Restaurant","0"
"266","cae","10/29/2016","Masijta Grill","1"
"267","cae","11/3/2016","Golden Harbor Authentic Chinese Cuisine","0"
"268","cae","11/10/2016","El Charro","0"
"269","cae","11/13/2016","Masijta Grill","1"
"270","cae","11/15/2016","Cafe Sababa","0"
"271","cae","11/23/2016","Pekara Bakery and Bistro","0"
"272","cae","12/5/2016","Miga","0"
"273","cae","12/14/2016","Cafe Sababa","1"
"274","cae","12/24/2016","Azzip Pizza","1"
"275","cae","12/25/2016","Siam Terrace","0"
"276","cahed","1/10/2015","Biaggi’s Ristorante Italiano","1"
"277","cahed","1/30/2015","Pizzeria Antica","1"
"278","cahed","1/30/2015","Cactus Grill","1"
"279","cahed","2/13/2015","Jupiter’s Pizzeria and Billiards","0"
"280","cahed","2/26/2015","Seoul Taco","0"
"281","cahed","3/8/2015","Papa Del’s Pizza","-1"
"282","cahed","4/15/2015","Peking Garden Restaurant","0"
"283","cahed","4/26/2015","Jupiter’s Pizzeria and Billiards","1"
"284","cahed","5/5/2015","Seoul Taco","1"
"285","cahed","6/15/2015","Sushi Kame","1"
"286","cahed","7/11/2015","Sushi Kame","0"
"287","cahed","7/12/2015","The Hub","0"
"288","cahed","8/24/2015","Crane Alley","0"
"289","cahed","8/30/2015","Pho Cafe","-1"
"290","cahed","9/4/2015","Pizzeria Antica","1"
"291","cahed","9/7/2015","The Hub","0"
"292","cahed","9/12/2015","Biaggi’s Ristorante Italiano","0"
"293","cahed","10/11/2015","Sitara","1"
"294","cahed","10/12/2015","Sushi Kame","0"
"295","cahed","11/21/2015","Silvercreek","-1"
"296","cahed","12/4/2015","Sushi Kame","0"
"297","cahed","12/12/2015","Papa Del’s Pizza","0"
"298","cahed","12/16/2015","Jupiter’s Pizzeria and Billiards","0"
"299","cahed","12/18/2015","Sushi Kame","0"
"300","cahed","1/30/2016","Sitara","0"
"301","cahed","2/11/2016","Cactus Grill","0"
"302","cahed","2/28/2016","Azzip Pizza","0"
"303","cahed","3/2/2016","Maize Mexican Grill","1"
"304","cahed","3/18/2016","301 Mongolia","1"
"305","cahed","3/18/2016","M Sushi &amp; Grill","0"
"306","cahed","3/23/2016","Jupiter’s Pizzeria and Billiards","0"
"307","cahed","4/2/2016","Wedge Tequila Bar &amp; Grill","0"
"308","cahed","4/6/2016","Rainbow Garden","0"
"309","cahed","4/9/2016","Seoul Taco","1"
"310","cahed","4/28/2016","Rainbow Garden","0"
"311","cahed","5/13/2016","Cracked the Egg Came First","1"
"312","cahed","7/1/2016","Sitara","0"
"313","cahed","7/10/2016","Biaggi’s Ristorante Italiano","1"
"314","cahed","7/15/2016","301 Mongolia","1"
"315","cahed","7/22/2016","Sitara","1"
"316","cahed","7/30/2016","Big J J Fish &amp; Chicken","1"
"317","cahed","8/2/2016","Azzip Pizza","1"
"318","cahed","8/10/2016","Silvercreek","0"
"319","cahed","10/18/2016","Cactus Grill","0"
"320","cahed","11/6/2016","Kofusion","1"
"321","cahed","11/23/2016","The Hub","0"
"322","cahed","11/30/2016","Pho Cafe","-1"
"323","cahed","12/4/2016","Zorba’s Restaurant","1"
"324","cki","1/14/2015","South China Restaurant","0"
"325","cki","1/18/2015","Sam’s Cafe","1"
"326","cki","1/27/2015","Dragon Fire Pizza","1"
"327","cki","2/17/2015","Pizzeria Antica","1"
"328","cki","3/5/2015","Fiesta Cafe","0"
"329","cki","3/14/2015","Wedge Tequila Bar &amp; Grill","1"
"330","cki","3/18/2015","Fiesta Cafe","0"
"331","cki","3/20/2015","Seoul Taco","0"
"332","cki","3/23/2015","Peking Garden Restaurant","1"
"333","cki","4/6/2015","Peking Garden Restaurant","0"
"334","cki","5/3/2015","Pizzeria Antica","1"
"335","cki","5/29/2015","Seoul Taco","0"
"336","cki","6/6/2015","Niro’s Gyros","0"
"337","cki","6/11/2015","Empire Chinese Restaurant","1"
"338","cki","6/12/2015","The Clark Bar","1"
"339","cki","6/16/2015","Legends","1"
"340","cki","6/24/2015","301 Mongolia","0"
"341","cki","6/29/2015","Fiesta Cafe","0"
"342","cki","7/17/2015","Empire Chinese Restaurant","-1"
"343","cki","10/4/2015","Bunny’s Tavern","1"
"344","cki","10/11/2015","Legends","1"
"345","cki","11/18/2015","Bunny’s Tavern","0"
"346","cki","12/2/2015","Sam’s Cafe","0"
"347","cki","12/20/2015","South China Restaurant","0"
"348","cki","12/30/2015","Taco Motorizado","0"
"349","cki","1/13/2016","Wedge Tequila Bar &amp; Grill","0"
"350","cki","1/20/2016","Legends","1"
"351","cki","1/25/2016","Niro’s Gyros","1"
"352","cki","3/4/2016","Sakanaya Restaurant","1"
"353","cki","3/4/2016","Jurassic Grill","0"
"354","cki","3/14/2016","Niro’s Gyros","1"
"355","cki","4/25/2016","Jupiter’s Pizzeria and Billiards","0"
"356","cki","4/29/2016","Golden Harbor Authentic Chinese Cuisine","-1"
"357","cki","6/9/2016","Black Dog Smoke &amp; Ale House","-1"
"358","cki","6/10/2016","Sam’s Cafe","0"
"359","cki","6/11/2016","Bangkok Thai and Pho 911","1"
"360","cki","7/4/2016","Seoul Taco","0"
"361","cki","7/17/2016","Wood N’ Hog Barbecue","1"
"362","cki","8/2/2016","Peking Garden Restaurant","0"
"363","cki","8/30/2016","Legends","0"
"364","cki","9/15/2016","Dragon Fire Pizza","0"
"365","cki","11/24/2016","Fiesta Cafe","0"
"366","cki","11/26/2016","Murphy’s Pub","1"
"367","cki","12/6/2016","Wood N’ Hog Barbecue","0"
"368","cki","12/21/2016","Wood N’ Hog Barbecue","0"
"369","cnatsnt","1/1/2015","Murphy’s Pub","0"
"370","cnatsnt","1/10/2015","A-Ri-Rang","0"
"371","cnatsnt","1/16/2015","Cheese and Crackers","0"
"372","cnatsnt","2/6/2015","Jimmy John’s","0"
"373","cnatsnt","2/7/2015","Bangkok Thai and Pho 911","0"
"374","cnatsnt","2/14/2015","Spoon House Korean Kitchen","-1"
"375","cnatsnt","2/16/2015","Watson’s Shack &amp; Rail","1"
"376","cnatsnt","2/18/2015","Sakanaya Restaurant","0"
"377","cnatsnt","3/3/2015","301 Mongolia","1"
"378","cnatsnt","3/24/2015","Jerusalem Middle Eastern Cuisine","1"
"379","cnatsnt","3/24/2015","Spoon House Korean Kitchen","1"
"380","cnatsnt","3/28/2015","Cheese and Crackers","0"
"381","cnatsnt","4/3/2015","Masijta Grill","1"
"382","cnatsnt","4/15/2015","Seven Saints","1"
"383","cnatsnt","5/1/2015","Fiesta Cafe","1"
"384","cnatsnt","5/7/2015","Spoon House Korean Kitchen","-1"
"385","cnatsnt","5/12/2015","Rainbow Garden","1"
"386","cnatsnt","7/20/2015","Pizza M","1"
"387","cnatsnt","7/20/2015","V Picasso","0"
"388","cnatsnt","7/22/2015","Spoon House Korean Kitchen","-1"
"389","cnatsnt","7/27/2015","Caffe Paradiso","1"
"390","cnatsnt","8/8/2015","Bangkok Thai and Pho 911","-1"
"391","cnatsnt","8/13/2015","A-Ri-Rang","0"
"392","cnatsnt","8/13/2015","K-Bowl","1"
"393","cnatsnt","8/16/2015","Pizza M","1"
"394","cnatsnt","9/1/2015","Rainbow Garden","0"
"395","cnatsnt","9/7/2015","The Hub","1"
"396","cnatsnt","9/10/2015","Golden Wok","1"
"397","cnatsnt","9/16/2015","K-Bowl","0"
"398","cnatsnt","9/20/2015","Fiesta Cafe","1"
"399","cnatsnt","9/21/2015","A-Ri-Rang","0"
"400","cnatsnt","9/22/2015","Jerusalem Middle Eastern Cuisine","0"
"401","cnatsnt","9/22/2015","V Picasso","0"
"402","cnatsnt","9/23/2015","301 Mongolia","1"
"403","cnatsnt","9/28/2015","A-Ri-Rang","1"
"404","cnatsnt","10/29/2015","Asian Taste Restaurant","1"
"405","cnatsnt","11/11/2015","Rainbow Garden","0"
"406","cnatsnt","12/10/2015","Cheese and Crackers","0"
"407","cnatsnt","12/10/2015","Pizza M","1"
"408","cnatsnt","12/28/2015","Firehaus","0"
"409","cnatsnt","1/11/2016","Firehaus","0"
"410","cnatsnt","1/11/2016","Jimmy John’s","1"
"411","cnatsnt","2/19/2016","K-Bowl","1"
"412","cnatsnt","2/23/2016","Caffe Paradiso","0"
"413","cnatsnt","3/4/2016","Cracked the Egg Came First","0"
"414","cnatsnt","4/3/2016","Jerusalem Middle Eastern Cuisine","1"
"415","cnatsnt","4/3/2016","Firehaus","1"
"416","cnatsnt","4/28/2016","Firehaus","1"
"417","cnatsnt","5/11/2016","Asian Taste Restaurant","1"
"418","cnatsnt","5/12/2016","Golden Wok","1"
"419","cnatsnt","5/16/2016","Watson’s Shack &amp; Rail","1"
"420","cnatsnt","5/17/2016","Big J J Fish &amp; Chicken","1"
"421","cnatsnt","5/25/2016","Cheese and Crackers","1"
"422","cnatsnt","6/6/2016","Seven Saints","1"
"423","cnatsnt","6/18/2016","Watson’s Shack &amp; Rail","1"
"424","cnatsnt","7/8/2016","Cheese and Crackers","1"
"425","cnatsnt","7/18/2016","301 Mongolia","0"
"426","cnatsnt","9/8/2016","Caffe Paradiso","0"
"427","cnatsnt","10/18/2016","Watson’s Shack &amp; Rail","1"
"428","cnatsnt","10/27/2016","Golden Wok","1"
"429","cnatsnt","10/30/2016","Bangkok Thai and Pho 911","-1"
"430","cnatsnt","11/17/2016","Hamilton Walker’s","1"
"431","cnatsnt","11/18/2016","Jerusalem Middle Eastern Cuisine","0"
"432","cnatsnt","11/26/2016","Golden Wok","0"
"433","cnatsnt","11/26/2016","A-Ri-Rang","1"
"434","cnatsnt","11/27/2016","Spoon House Korean Kitchen","0"
"435","cnatsnt","12/24/2016","K-Bowl","0"
"436","cnatsnt","2/30/2015","Jerusalem Middle Eastern Cuisine","0"
"437","cnv","1/3/2015","Burrito King","0"
"438","cnv","1/5/2015","Jerusalem Middle Eastern Cuisine","0"
"439","cnv","1/7/2015","V Picasso","1"
"440","cnv","1/24/2015","Peking Garden Restaurant","1"
"441","cnv","1/28/2015","Biaggi’s Ristorante Italiano","0"
"442","cnv","3/4/2015","Siam Terrace","1"
"443","cnv","3/23/2015","Biaggi’s Ristorante Italiano","1"
"444","cnv","4/14/2015","Hot Pot Lab","0"
"445","cnv","4/29/2015","Legends","0"
"446","cnv","5/8/2015","The Hub","0"
"447","cnv","5/11/2015","Peking Garden Restaurant","0"
"448","cnv","5/13/2015","V Picasso","1"
"449","cnv","5/20/2015","V Picasso","1"
"450","cnv","5/28/2015","Biaggi’s Ristorante Italiano","1"
"451","cnv","6/2/2015","Asian Taste Restaurant","1"
"452","cnv","6/17/2015","Cheese and Crackers","1"
"453","cnv","6/27/2015","Peking Garden Restaurant","0"
"454","cnv","7/13/2015","Vinny’s East Coast Pizzeria","0"
"455","cnv","8/13/2015","Peking Garden Restaurant","0"
"456","cnv","8/17/2015","Burrito King","0"
"457","cnv","9/5/2015","Hot Pot Lab","0"
"458","cnv","9/13/2015","Siam Terrace","-1"
"459","cnv","10/9/2015","Vinny’s East Coast Pizzeria","0"
"460","cnv","10/11/2015","Nando Milano Trattoria","1"
"461","cnv","10/12/2015","Thara Thai","0"
"462","cnv","10/16/2015","Nando Milano Trattoria","1"
"463","cnv","10/17/2015","Vinny’s East Coast Pizzeria","0"
"464","cnv","10/18/2015","Peking Garden Restaurant","0"
"465","cnv","10/22/2015","Peking Garden Restaurant","1"
"466","cnv","11/13/2015","Biaggi’s Ristorante Italiano","0"
"467","cnv","11/15/2015","V Picasso","0"
"468","cnv","11/19/2015","Home of Gourmet Chinese &amp; Thai Restaurant","-1"
"469","cnv","11/30/2015","Peking Garden Restaurant","0"
"470","cnv","12/2/2015","V Picasso","0"
"471","cnv","1/13/2016","Nando Milano Trattoria","0"
"472","cnv","1/17/2016","Nando Milano Trattoria","1"
"473","cnv","1/22/2016","Peking Garden Restaurant","0"
"474","cnv","2/12/2016","V Picasso","0"
"475","cnv","2/15/2016","Peking Garden Restaurant","0"
"476","cnv","2/18/2016","The Hub","0"
"477","cnv","3/5/2016","V Picasso","1"
"478","cnv","3/5/2016","Biaggi’s Ristorante Italiano","0"
"479","cnv","3/17/2016","Biaggi’s Ristorante Italiano","1"
"480","cnv","3/24/2016","V Picasso","0"
"481","cnv","5/1/2016","The Hub","1"
"482","cnv","5/9/2016","Bunny’s Tavern","0"
"483","cnv","5/25/2016","Hot Pot Lab","1"
"484","cnv","5/30/2016","The Clark Bar","1"
"485","cnv","6/10/2016","Biaggi’s Ristorante Italiano","1"
"486","cnv","6/19/2016","Jerusalem Middle Eastern Cuisine","-1"
"487","cnv","6/21/2016","V Picasso","1"
"488","cnv","6/21/2016","Vinny’s East Coast Pizzeria","1"
"489","cnv","6/29/2016","Hot Pot Lab","0"
"490","cnv","7/8/2016","Peking Garden Restaurant","1"
"491","cnv","7/21/2016","Cheese and Crackers","1"
"492","cnv","7/25/2016","V Picasso","0"
